MGM_BLD_PK|FLR_MAIN_PURPS_CD|FLR_MAIN_PURPS_CD_NM|FLR_TOTAREA|FLR_RAT|MAIN_PURPS_CD|H_PSU|H_ETC
36110-19200|03199|기타공공시설|79.92|100|03000|-0|-0
36110-19201|01001|단독주택|140.9|100|01000|-0|0.37791257500593
36110-19202|01001|단독주택|60.83|100|01000|-0|-0
36110-19203|03021|마을회관|85|100|03000|-0|-0
36110-19204|01001|단독주택|56.19|100|01000|-0|-0
36110-19206|01003|다가구주택|476.7|100|01000|-0|-0
36110-19207|04402|사무소|48|100|04000|-0|-0
36110-19211|01001|단독주택|52.23|77.0694997786631|01000|0.776797797525797|0.776797797525797
36110-19212|01001|단독주택|148.5|100|01000|-0|-0
36110-19213|01001|단독주택|2.52|100|01000|-0|-0
36110-19214|01001|단독주택|69.48|100|01000|-0|-0
36110-19215|01001|단독주택|84.95|100|01000|-0|-0
36110-19217|01001|단독주택|91.2|51.4672686230248|01000|1.47538695744443|1.47538695744443
36110-19219|01001|단독주택|67.45|100|01000|-0|0.192641597542919
36110-19220|01001|단독주택|95.31|50.7345895879911|01000|0.999844292441092|0.999844292441092
36110-19221|21999|기타동식물관련시설|124.4|100|21000|-0|-0
36110-19223|01001|단독주택|92.61|100|01000|-0|0.940148526563748
36110-19224|01001|단독주택|57.96|100|01000|-0|0.755375412561429
36110-19225|01001|단독주택|98.61|100|01000|-0|0.90673454357758
36110-19226|01001|단독주택|87.76|100|01000|-0|-0
36110-19227|04001|일반음식점|141.8|50|04000|1.42932970594521|1.91384036305792
36110-19228|21101|축사|99|100|21000|-0|-0
36110-19229|01001|단독주택|84.5|100|01000|-0|-0
36110-19230|01001|단독주택|50.05|70.2752035944959|01000|0.877900770037387|0.877900770037387
36110-19231|01001|단독주택|86.68|100|01000|-0|-0
36110-19232|01001|단독주택|45.37|100|01000|-0|-0
36110-19233|18001|창고|55|100|18000|-0|-0
36110-19234|01001|단독주택|91.2|100|18000|-0|-0
36110-19235|01001|단독주택|28.5|100|01000|-0|0.485460760745913
36110-19236|01001|단독주택|97.94|100|01000|-0|-0
36110-19238|01001|단독주택|51.57|66.3791993821599|01000|0.92114372056679|0.92114372056679
36110-19239|01003|다가구주택|657.18|70.3287530499551|01000|0.877235043946786|0.877235043946786
36110-19241|01001|단독주택|49.26|100|01000|-0|-0
36110-19243|01001|단독주택|85.21|100|01000|-0|0.0920918559802916
36110-19244|01001|단독주택|104.4|79.8165137614679|01000|0.725582675704817|1.12726593373675
36110-19245|10104|대학교|148.6|100|10000|-0|-0
36110-19246|01001|단독주택|53.88|74.7710241465445|01000|0.814887175930568|0.814887175930568
36110-19247|21101|축사|138.28|49.2222261773396|21000|1.50098217587327|1.50098217587327
36110-19248|21101|축사|398|64.3971263995858|21000|0.939337285689214|1.29471925622609
36110-19249|04006|수리점|100.8|78.2608695652174|04000|0.755375412561429|0.755375412561429
36110-19250|01001|단독주택|36.36|100|01000|-0|-0
36110-19251|01001|단독주택|70.5|100|01000|-0|-0
36110-19252|01001|단독주택|105.24|51.8628030751035|01000|0.998998527705811|0.998998527705811
36110-19253|01001|단독주택|61.16|100|01000|-0|-0
36110-19254|01001|단독주택|45.25|100|01000|-0|-0
36110-19255|18001|창고|207|100|18000|-0|-0
36110-19256|20002|세차장|28.98|63.8888888888889|20000|0.943601631299382|0.943601631299382
36110-19257|01001|단독주택|83.34|100|01000|-0|-0
36110-19258|01003|다가구주택|390.15|82.4301197946378|01000|0.670576645357513|1.28419038023062
36110-19259|01001|단독주택|354.51|100|01000|-0|0.999996234193693
36110-19260|18001|창고|65.19|100|18000|-0|-0
36110-19261|01001|단독주택|95.79|100|01000|-0|-0
36110-19264|04402|사무소|141.44|33.9152119700748|03000|2.22666071542798|2.31291479641552
36110-19265|01001|단독주택|62.48|70.2575059035196|01000|0.878120351966751|0.878120351966751
36110-19266|18001|창고|119.5|100|18000|-0|-0
36110-19267|03999|기타제1종근린생활시설|488.433|100|03000|-0|-0
36110-19268|01001|단독주택|62.81|100|01000|-0|-0
36110-19269|18001|창고|101.76|51.0817730033633|01000|0.999662315832178|1.34355447988069
36110-19271|01003|다가구주택|175.5|50.3009458297506|01000|0.999973867328084|0.999973867328084
36110-19272|01001|단독주택|36.36|100|01000|-0|-0
36110-19274|01001|단독주택|59.5|100|01000|-0|-0
36110-19275|01001|단독주택|109.55|100|01000|-0|-0
36110-19276|01001|단독주택|63.36|100|01000|-0|-0
36110-19277|01001|단독주택|92.6|100|01000|-0|-0
36110-19278|03001|소매점|189|75|03000|0.811278124459133|0.811278124459133
36110-19279|01001|단독주택|85|100|01000|-0|-0
36110-19282|04001|일반음식점|178.16|64.8043067074058|04000|0.935803630122986|0.935803630122986
36110-19283|01001|단독주택|37.19|44.0326781908596|01000|1.45716107981846|1.45716107981846
36110-19284|01001|단독주택|147.18|100|01000|-0|0.32796254935603
36110-19285|01001|단독주택|56.16|100|01000|-0|-0
36110-19286|01001|단독주택|82.85|100|01000|-0|-0
36110-19288|03999|기타제1종근린생활시설|7.84|100|03000|-0|-0
36110-19289|01003|다가구주택|567.63|100|01000|-0|0.94863096083808
36110-19290|01001|단독주택|63.18|100|01000|-0|-0
36110-19291|01001|단독주택|19.83|100|01000|-0|-0
36110-19293|01001|단독주택|99.41|100|01000|-0|-0
36110-19294|01001|단독주택|143.63|100|01000|-0|0.114270401688218
36110-19295|18001|창고|148.7|100|18000|-0|-0
36110-19296|17100|일반공장|616|73.3507978090021|17000|0.973800717902825|0.973800717902825
36110-19297|01001|단독주택|51.83|64.1857585139319|01000|0.941130442731123|0.941130442731123
36110-19298|01001|단독주택|92.56|100|01000|-0|0.940312131652621
36110-19299|18001|창고|207|100|18000|-0|-0
36110-19301|01001|단독주택|122.03|100|01000|-0|-0
36110-19302|01001|단독주택|122.31|100|01000|-0|0.877937319558196
36110-19303|01001|단독주택|62.66|76.9211883132826|01000|0.779382640345028|1.52636412045612
36110-19304|01001|단독주택|81.36|100|01000|-0|0.159211321826748
36110-19305|01001|단독주택|87.78|100|01000|-0|-0
36110-19306|21101|축사|74.88|100|21000|-0|-0
36110-19307|01001|단독주택|72|100|01000|-0|-0
36110-19308|01001|단독주택|53.705|100|01000|-0|0.229493581581003
36110-19309|01001|단독주택|144.9|100|01000|-0|1.20034616513142
36110-19311|01001|단독주택|95.87|100|01000|-0|-0
36110-19312|01001|단독주택|77.77|100|01000|-0|-0
36110-19314|01001|단독주택|99.09|100|01000|-0|-0
36110-19315|01001|단독주택|70.2|80.9408509166378|01000|0.70270717431956|0.70270717431956
36110-19316|21101|축사|41.32|100|21000|-0|-0
36110-19317|01001|단독주택|46.28|100|01000|-0|-0
36110-19318|03001|소매점|132.52|37.4667797568561|04000|1.56166507911227|1.56166507911227
36110-19319|04402|사무소|66|100|04000|-0|-0
36110-19321|01001|단독주택|40.66|100|01000|-0|-0
36110-19323|21102|양잠|124.62|100|21000|-0|-0
36110-19324|01001|단독주택|92.89|72.6327312534209|01000|0.846685485673307|0.846685485673307
36110-19325|01001|단독주택|47.93|100|01000|-0|-0
36110-19326|01001|단독주택|39.66|100|01000|-0|-0
36110-19327|01001|단독주택|58.44|100|01000|-0|0.959393852080773
36110-19328|03001|소매점|98.57|71.1696750902527|03000|0.866519343196297|0.866519343196297
36110-19330|03001|소매점|58.8|50.1193317422434|03000|1.38417564204757|1.38417564204757
36110-19331|03030|수퍼마켓|692.54|100|03000|-0|-0
36110-19332|01001|단독주택|60.15|100|01000|-0|0.577626376794534
36110-19333|01001|단독주택|43.97|59.9127946586728|01000|0.971458427851039|0.971458427851039
36110-19334|01001|단독주택|33|100|01000|-0|-0
36110-19335|17100|일반공장|470.12|100|17000|-0|-0
36110-19336|01001|단독주택|100.08|100|01000|-0|0.327254499973369
36110-19337|01001|단독주택|83.52|100|01000|-0|-0
36110-19338|01001|단독주택|95.16|100|01000|-0|-0
36110-19339|18001|창고|178.2|100|18000|-0|-0
36110-19340|18001|창고|49.41|100|18000|-0|-0
36110-19341|01001|단독주택|252.24|100|01000|-0|-0
36110-19342|04001|일반음식점|394|100|04000|-0|-0
36110-19343|01001|단독주택|85.54|100|01000|-0|-0
36110-19345|01001|단독주택|66.77|81.836009314867|01000|0.683651438179545|0.683651438179545
36110-19346|01001|단독주택|99.89|52.9948538383999|01000|0.997410500823179|0.997410500823179
36110-19347|01001|단독주택|93.39|100|01000|-0|-0
36110-19350|01001|단독주택|79.34|100|01000|-0|0.870851023468281
36110-19351|18001|창고|330|100|18000|-0|-0
36110-19353|01001|단독주택|105.45|100|01000|-0|-0
36110-19354|01001|단독주택|115.68|100|01000|-0|0.503690410058147
36110-19355|01001|단독주택|69.42|100|01000|-0|0.791892883375343
36110-19356|04001|일반음식점|116.27|43.5207366372211|04000|1.51205047924373|1.51205047924373
36110-19357|01001|단독주택|66|100|01000|-0|-0
36110-19358|01001|단독주택|174.35|100|01000|-0|-0
36110-19359|01001|단독주택|98|100|01000|-0|-0
36110-19360|01001|단독주택|75.77|100|01000|-0|0.983289738653769
36110-19361|01001|단독주택|56.2|100|01000|-0|0.977407044333356
36110-19362|01003|다가구주택|209.11|100|01000|-0|-0
36110-19363|18001|창고|49|100|18000|-0|-0
36110-19365|01001|단독주택|82.64|100|01000|-0|-0
36110-19366|17100|일반공장|490|71.4285714285714|17000|0.863120568566631|0.863120568566631
36110-19367|01001|단독주택|83.68|100|01000|-0|-0
36110-19368|01001|단독주택|50.25|100|01000|-0|-0
36110-19369|01001|단독주택|109.09|87.9970960716302|01000|0.529444332051564|0.529444332051564
36110-19372|01001|단독주택|97|83.2618025751073|01000|0.651680660019386|0.651680660019386
36110-19373|01001|단독주택|87.93|70.2091983391888|01000|0.878718621663768|1.55979395610477
36110-19374|01001|단독주택|38.75|100|01000|-0|-0
36110-19376|04001|일반음식점|75.89|51.5837411636759|04000|1.23645328692813|1.23645328692813
36110-19377|01001|단독주택|31.57|60.3402140672783|01000|0.968925647864192|0.968925647864192
36110-19378|01001|단독주택|109.07|52.4702939337086|01000|1.23732345246282|1.47054800887313
36110-19380|21999|기타동식물관련시설|392|100|21000|-0|-0
36110-19381|01001|단독주택|36.7|100|01000|-0|-0
36110-19383|01001|단독주택|73.39|72.5484381178331|01000|1.10865455625118|1.10865455625118
36110-19384|01001|단독주택|85.7|85.6143856143856|01000|0.594249290841882|1.46087247682023
36110-19385|01001|단독주택|68.67|100|01000|-0|-0
36110-19386|04001|일반음식점|1812.22|57.8034792704632|04000|0.982357589111103|0.982357589111103
36110-19388|01001|단독주택|46.28|100|01000|-0|0.863038944519427
36110-19389|01001|단독주택|43.97|100|01000|-0|-0
36110-19390|01001|단독주택|58.31|100|01000|-0|-0
36110-19391|17100|일반공장|487.2|83.971044467425|17000|0.635001813115032|0.635001813115032
36110-19392|18001|창고|34|100|18000|-0|-0
36110-19393|01001|단독주택|47.98|100|01000|-0|-0
36110-19394|01001|단독주택|65.29|100|01000|-0|-0
36110-19395|01001|단독주택|75.12|100|01000|-0|0.190800846816076
36110-19396|01003|다가구주택|418.43|85.960515233067|01000|0.585271948755324|0.585271948755324
36110-19397|01001|단독주택|71.02|100|01000|-0|0.345555245259379
36110-19399|04010|학원|110.35|68.3408682727442|04000|0.900636051402008|0.900636051402008
36110-19400|04402|사무소|95.7|50.9177972865124|04000|0.999756934979205|0.999756934979205
36110-19401|01001|단독주택|46.84|100|01000|-0|-0
36110-19402|01001|단독주택|43.75|100|01000|-0|-0
36110-19404|18001|창고|396|100|18000|-0|-0
36110-19405|01001|단독주택|62.64|100|01000|-0|0.29367630985137
36110-19406|06101|교회|1045.75|100|06000|-0|0.224335146543058
36110-19407|01001|단독주택|83.4|100|01000|-0|-0
36110-19408|04401|금융업소|201.83|53.9090253478992|04000|0.995586483221756|0.995586483221756
36110-19409|01001|단독주택|64.8|100|01000|-0|-0
36110-19411|17999|기타공장|243.6|69.5205479452055|17000|0.887072961124537|0.931908857469835
36110-19412|01001|단독주택|90|100|01000|-0|0.503258334775646
36110-19413|01001|단독주택|43.86|69.2234848484848|01000|0.890576844061226|0.890576844061226
36110-19414|01001|단독주택|99.36|100|01000|-0|-0
36110-19415|18001|창고|207|100|18000|-0|-0
36110-19416|04010|학원|457.8|66.6666666666667|04000|1.1887103345001|1.85537700116677
36110-19417|01001|단독주택|86.28|63.5299315219792|01000|0.946516059828531|1.34497425108913
36110-19418|01001|단독주택|69.16|100|01000|-0|0.180809264862018
36110-19419|21101|축사|60|100|21000|-0|-0
36110-19420|03999|기타제1종근린생활시설|33.2|100|03000|-0|-0
36110-19422|01001|단독주택|135.62|59.2667045404886|01000|0.975078801541984|1.53790564408459
36110-19423|01001|단독주택|85.96|100|01000|-0|0.515999521069085
36110-19424|01001|단독주택|71.16|100|01000|-0|0.17683485433482
36110-19426|01001|단독주택|98.91|100|01000|-0|-0
36110-19427|01001|단독주택|33|100|01000|-0|-0
36110-19428|04005|제조업소|163.2|100|04000|-0|-0
36110-19429|03021|마을회관|81.81|100|03000|-0|-0
36110-19431|01001|단독주택|28.5|67.0115212790971|01000|0.914808617129597|0.914808617129597
36110-19432|04402|사무소|98.92|100|04000|-0|-0
36110-19433|01003|다가구주택|132.93|100|01000|-0|-0
36110-19434|01001|단독주택|50.2|100|01000|-0|0.527985053975625
36110-19435|03021|마을회관|87.48|100|03000|-0|-0
36110-19436|01001|단독주택|60.96|100|01000|-0|-0
36110-19437|18001|창고|198.9|100|18000|-0|-0
36110-19438|18001|창고|331|100|18000|-0|-0
36110-19440|01001|단독주택|84.09|63.5600907029478|01000|0.94627428494512|0.94627428494512
36110-19441|01001|단독주택|68.24|100|01000|-0|0.205499717510761
36110-19442|01001|단독주택|51.9|80.1049544682822|01000|0.719824032762405|0.719824032762405
36110-19443|01001|단독주택|62.83|100|01000|-0|-0
36110-19444|17100|일반공장|264.65|100|17000|-0|1.2754020849373
36110-19445|01001|단독주택|106.56|100|01000|-0|-0
36110-19446|17100|일반공장|202.64|100|17000|-0|0.100257119781016
36110-19447|01001|단독주택|52|100|01000|-0|-0
36110-19448|03001|소매점|207.26|100|03000|-0|0.204981180501186
36110-19449|01001|단독주택|72.5|82.8571428571429|01000|0.660962335144208|0.660962335144208
36110-19450|01001|단독주택|104.13|100|01000|-0|-0
36110-19451|01001|단독주택|59.5|100|01000|-0|-0
36110-19452|18001|창고|33.66|100|18000|-0|-0
36110-19453|01001|단독주택|136.8|85.0746268656716|01000|0.607969612006072|0.607969612006072
36110-19454|01001|단독주택|59.5|100|01000|-0|-0
36110-19455|01001|단독주택|39.67|100|01000|-0|-0
36110-19456|01003|다가구주택|128.07|100|01000|-0|-0
36110-19457|01001|단독주택|47.11|100|01000|-0|-0
36110-19458|01001|단독주택|208.31|100|01000|-0|0.241137659090299
36110-19459|01001|단독주택|90.58|100|01000|-0|-0
36110-19461|18001|창고|330|100|18000|-0|-0
36110-19462|18001|창고|148.78|76.2739669845176|18000|0.790454542923536|0.790454542923536
36110-19463|01001|단독주택|66.11|100|01000|-0|0.721867585542431
36110-19464|01001|단독주택|76.8|100|01000|-0|-0
36110-19466|01001|단독주택|99.36|100|01000|-0|-0
36110-19467|01003|다가구주택|197.82|100|01000|-0|-0
36110-19468|01001|단독주택|17.92|100|01000|-0|-0
36110-19469|01001|단독주택|100.32|100|01000|-0|-0
36110-19470|17100|일반공장|167.77|100|17000|-0|-0
36110-19471|01001|단독주택|50.91|100|01000|-0|-0
36110-19472|01001|단독주택|131.07|50|01000|1.38803155707044|1.38803155707044
36110-19473|01001|단독주택|124.65|100|01000|-0|-0
36110-19474|01001|단독주택|52.88|53.3279548204921|01000|0.996801985037697|0.996801985037697
36110-19475|01001|단독주택|54|45.7627118644068|01000|1.53669809065296|1.53669809065296
36110-19476|01001|단독주택|71.95|100|01000|-0|0.19727623213319
36110-19477|21101|축사|184.6|64.9679735341733|21000|0.934353753695319|0.934353753695319
36110-19478|08003|철도역사|269.02|100|08000|-0|0.642487984983076
36110-19479|01001|단독주택|45.95|100|01000|-0|-0
36110-19480|04402|사무소|396|100|04000|-0|-0
36110-19481|01001|단독주택|156.03|100|01000|-0|0.907629865386208
36110-19483|01001|단독주택|71.73|100|01000|-0|-0
36110-19484|01001|단독주택|241.27|64.9500632621746|01000|0.934513242277064|0.934513242277064
36110-19485|01001|단독주택|89.26|100|01000|-0|0.876752532637296
36110-19486|01001|단독주택|88.33|100|01000|-0|0.749216132010667
36110-19487|01001|단독주택|85.23|100|01000|-0|-0
36110-19489|01001|단독주택|111.87|100|01000|-0|-0
36110-19490|21101|축사|102.61|62.947058462671|01000|0.951077724689362|1.37327778560902
36110-19491|01001|단독주택|65.73|100|01000|-0|-0
36110-19492|01001|단독주택|49.59|100|01000|-0|-0
36110-19493|01001|단독주택|63.8|79.4223826714801|01000|0.733331091020974|0.733331091020974
36110-19494|01001|단독주택|136|100|01000|-0|-0
36110-19496|01001|단독주택|85.41|78.5234899328859|01000|0.750492868171837|0.750492868171837
36110-19497|01004|공관|121.95|100|01000|-0|-0
36110-19498|01001|단독주택|34.75|100|01000|-0|0.59727711943493
36110-19499|01001|단독주택|70.2|100|01000|-0|-0
36110-19500|01001|단독주택|74.37|78.1854499579479|01000|0.756766754864704|1.11072582694443
36110-19501|03005|의원|345.62|59.407336106432|03000|0.974312054439152|1.08203559280128
36110-19502|01001|단독주택|91.5|100|01000|-0|-0
36110-19503|01001|단독주택|122.8|100|01000|-0|0.919647079109434
36110-19504|01001|단독주택|93.96|100|01000|-0|-0
36110-19505|01001|단독주택|86.61|100|01000|-0|-0
36110-19506|01001|단독주택|113.32|77.6164383561644|01000|0.767109637371406|0.767109637371406
36110-19508|04402|사무소|217.08|22.8478807717001|04000|2.49814459299411|2.49814459299411
36110-19509|01001|단독주택|60.81|100|01000|-0|-0
36110-19510|04201|교회|81.78|100|04000|-0|0.110384445118634
36110-19511|01001|단독주택|165.99|100|01000|-0|-0
36110-19512|01001|단독주택|56.86|60.995494529071|01000|0.964828617736306|0.964828617736306
36110-19513|01001|단독주택|119.24|100|01000|-0|0.329293128165826
36110-19514|03008|변전소|292.2|100|03000|-0|1
36110-19515|03021|마을회관|77.88|100|03000|-0|-0
36110-19516|01001|단독주택|71.28|100|01000|-0|-0
36110-19518|01001|단독주택|58.31|100|01000|-0|-0
36110-19519|18001|창고|80.99|55.1778171412999|01000|0.992250443918983|0.992250443918983
36110-19520|01001|단독주택|40.26|100|01000|-0|-0
36110-19521|18001|창고|1035|100|18000|-0|-0
36110-19522|01001|단독주택|180.03|44.5078988355707|01000|1.51055393053426|1.64791043740033
36110-19523|01001|단독주택|57.19|100|01000|-0|-0
36110-19524|17100|일반공장|1585.88|79.7373396082217|17000|0.956483349947749|2.0754263477379
36110-19525|01001|단독주택|18|100|01000|-0|-0
36110-19526|01001|단독주택|29.75|100|01000|-0|-0
36110-19527|01001|단독주택|61.49|100|01000|-0|0.998659824049349
36110-19528|01001|단독주택|82.64|100|01000|-0|-0
36110-19529|01001|단독주택|62.81|100|01000|-0|-0
36110-19530|01001|단독주택|73.17|100|01000|-0|-0
36110-19531|01001|단독주택|50.91|74.7577092511013|01000|0.815095805503561|0.815095805503561
36110-19534|01001|단독주택|89.1|100|01000|-0|-0
36110-19535|01001|단독주택|63.47|100|01000|-0|-0
36110-19536|04001|일반음식점|80.64|100|04000|-0|-0
36110-19537|01001|단독주택|77.22|100|01000|-0|-0
36110-19538|01001|단독주택|119.19|100|01000|-0|-0
36110-19539|01001|단독주택|58.1|100|01000|-0|-0
36110-19540|01001|단독주택|166.4|100|01000|-0|-0
36110-19541|01001|단독주택|36.17|100|01000|-0|-0
36110-19542|18001|창고|108.16|62.6215840666975|18000|0.953533418472398|0.953533418472398
36110-19545|01001|단독주택|98.99|100|01000|-0|-0
36110-19547|01001|단독주택|59.5|100|01000|-0|0.764136999102394
36110-19548|01001|단독주택|40.66|100|01000|-0|-0
36110-19549|04001|일반음식점|168.645|38.4968327341209|04000|1.57650721832488|1.57650721832488
36110-19551|01001|단독주택|62.48|100|01000|-0|0.219887712180534
36110-19552|01001|단독주택|92.55|100|01000|-0|-0
36110-19553|03001|소매점|133.21|51.1009667024705|03000|0.999650225613497|0.999650225613497
36110-19554|01003|다가구주택|218.16|57.6898667230802|01000|1.35574496430963|1.35574496430963
36110-19555|01001|단독주택|78.1|100|01000|-0|-0
36110-19556|01001|단독주택|62.8|100|01000|-0|0.998007248348004
36110-19557|01001|단독주택|72.81|100|01000|-0|-0
36110-19559|01001|단독주택|109.43|100|01000|-0|-0
36110-19560|01001|단독주택|216.72|63.7543023563675|01000|1.25679472423591|1.89433774779958
36110-19561|01001|단독주택|59.83|100|01000|-0|-0
36110-19562|14204|사무소|506.475|75|14000|0.811278124459133|0.811278124459133
36110-19563|21101|축사|200.33|87.698638532592|21000|0.537961812688961|0.537961812688961
36110-19564|01001|단독주택|64.77|100|01000|-0|0.353476889352018
36110-19565|01001|단독주택|85.98|100|01000|-0|-0
36110-19566|21101|축사|390|100|21000|-0|-0
36110-19567|01001|단독주택|60|64.5161290322581|01000|0.938315352233407|0.938315352233407
36110-19568|01001|단독주택|210.03|95.5420097347951|01000|0.262910482145329|1.52774194515263
36110-19569|18001|창고|152.32|54.1062801932367|18000|0.995129305026418|0.995129305026418
36110-19570|03001|소매점|54.24|52.143818496443|03000|1.44531246638045|1.56407902797419
36110-19571|01001|단독주택|95|100|01000|-0|-0
36110-19572|01001|단독주택|56.2|100|01000|-0|0.755789804725192
36110-19573|04001|일반음식점|350.22|51.9706772719178|04000|1.50899550767395|1.50899550767395
36110-19574|01001|단독주택|46.61|100|01000|-0|-0
36110-19576|03021|마을회관|83.34|63.8963428659051|03000|0.943540258584247|0.943540258584247
36110-19577|01001|단독주택|59.4|100|01000|-0|-0
36110-19578|01001|단독주택|59.4|100|01000|-0|-0
36110-19579|01001|단독주택|87.14|82.7226124928802|01000|0.664011062998707|0.750758102591884
36110-19580|01001|단독주택|79.01|100|01000|-0|-0
36110-19581|01001|단독주택|82.64|100|01000|-0|-0
36110-19582|21101|축사|148|100|21000|-0|-0
36110-19583|01001|단독주택|110.75|77.5831873905429|01000|0.767705675065342|1.53933603387766
36110-19584|01001|단독주택|54.69|100|01000|-0|1.15067662926087
36110-19585|01001|단독주택|86.26|100|01000|-0|-0
36110-19586|04006|수리점|93.22|100|04000|-0|-0
36110-19587|01001|단독주택|104.13|82.2446884132375|01000|0.674694810971271|0.674694810971271
36110-19588|21101|축사|330|100|21000|-0|0.468995593589281
36110-19589|03999|기타제1종근린생활시설|84|100|03000|-0|-0
36110-19590|21101|축사|166.4|63.2002734627217|01000|0.949121918354439|0.949121918354439
36110-19591|01001|단독주택|42.34|62.1915393654524|01000|0.956677999381583|1.57227213311387
36110-19592|01001|단독주택|164.07|100|01000|-0|-0
36110-19593|01001|단독주택|46.28|100|01000|-0|-0
36110-19594|01001|단독주택|95.68|100|01000|-0|-0
36110-19595|01001|단독주택|96.9|100|01000|-0|-0
36110-19596|04299|기타종교집회장|26.45|100|04000|-0|-0
36110-19597|03012|공중화장실|64.19|100|03000|-0|-0
36110-19598|01001|단독주택|74.1|100|01000|-0|0.433354018492152
36110-19601|01001|단독주택|77|67.7816901408451|01000|0.906739716150542|0.906739716150542
36110-19602|01001|단독주택|96.9|100|01000|-0|-0
36110-19603|04402|사무소|119.4|36.3486917210832|04000|1.57875269729981|1.57875269729981
36110-19604|01001|단독주택|82.5|100|01000|-0|-0
36110-19605|01001|단독주택|44.66|100|01000|-0|-0
36110-19606|03001|소매점|39.67|100|03000|-0|-0
36110-19607|01001|단독주택|59.49|100|01000|-0|0.852289292462941
36110-19608|01001|단독주택|115.51|100|01000|-0|0.854945445146132
36110-19609|18001|창고|28|100|18000|-0|-0
36110-19610|01001|단독주택|68.1|59.1968011126565|01000|0.975455528550833|0.975455528550833
36110-19611|01001|단독주택|62.42|100|01000|-0|0.220049340547305
36110-19612|01001|단독주택|86.81|100|01000|-0|0.810318180366685
36110-19613|01001|단독주택|67.5|100|01000|-0|-0
36110-19614|01001|단독주택|73.96|64.1568355308813|01000|0.941373630745197|0.941373630745197
36110-19615|01001|단독주택|29.08|100|01000|-0|-0
36110-19616|04006|수리점|97.6|61.6161616161616|04000|0.960707901875647|0.960707901875647
36110-19617|21101|축사|175.96|100|21000|-0|-0
36110-19618|01001|단독주택|71.94|100|01000|-0|-0
36110-19619|01001|단독주택|91.22|88.6319471434124|01000|0.510918690612227|0.510918690612227
36110-19620|04203|사찰|33.3|53.8834951456311|04000|0.995644003123501|0.995644003123501
36110-19621|01001|단독주택|28.43|100|01000|-0|-0
36110-19622|01001|단독주택|96|74.5457369156701|01000|0.818398952596816|0.818398952596816
36110-19623|21101|축사|105|100|21000|-0|-0
36110-19624|01001|단독주택|125.6|20.1256249198821|04000|2.32192099100178|2.32192099100178
36110-19625|03022|마을공동작업소|197.64|100|03000|-0|-0
36110-19626|18001|창고|479.7|100|18000|-0|-0
36110-19627|01001|단독주택|94.27|100|01000|-0|-0
36110-19628|01001|단독주택|50.73|100|01000|-0|-0
36110-19629|01001|단독주택|39.67|100|01000|-0|-0
36110-19630|01001|단독주택|101.26|75.063009636768|01000|0.810277917072172|0.810277917072172
36110-19631|01001|단독주택|23.14|100|01000|-0|-0
36110-19632|18001|창고|198|100|18000|-0|0.42180337004893
36110-19633|01001|단독주택|51.24|55.1620195930671|01000|0.992297744104085|0.992297744104085
36110-19634|01001|단독주택|29.75|100|01000|-0|-0
36110-19635|03005|의원|391.07|100|03000|-0|-0
36110-19637|01001|단독주택|74.25|100|01000|-0|-0
36110-19639|01001|단독주택|135.24|100|01000|-0|0.712995915502798
36110-19640|01001|단독주택|37.73|100|01000|-0|-0
36110-19641|01001|단독주택|86.28|100|01000|-0|0.728005655885488
36110-19642|01001|단독주택|99.11|100|01000|-0|0.858310986781658
36110-19643|01003|다가구주택|431.46|100|01000|-0|-0
36110-19645|18001|창고|188.625|100|18000|-0|-0
36110-19646|01001|단독주택|94.16|69.501033362858|18000|0.887304977455744|0.887304977455744
36110-19647|04499|기타사무소|98.4|100|04000|-0|-0
36110-19648|01001|단독주택|73.35|68.5065844774447|01000|0.898787226876668|0.898787226876668
36110-19649|01001|단독주택|26.45|100|01000|-0|-0
36110-19650|01001|단독주택|80.62|100|01000|-0|0.180606065281181
36110-19651|01001|단독주택|79|100|01000|-0|-0
36110-19653|01001|단독주택|33.06|100|01000|-0|-0
36110-19654|18001|창고|36|100|18000|-0|-0
36110-19656|01001|단독주택|69.42|100|01000|-0|-0
36110-19657|18999|기타창고시설|173.56|63.002758820967|21000|0.950650907371656|0.950650907371656
36110-19658|01001|단독주택|43.2|100|01000|-0|-0
36110-19659|01001|단독주택|89.64|55.6286458979769|01000|0.990839200619155|0.990839200619155
36110-19660|01001|단독주택|101.04|100|01000|-0|0.976049278857897
36110-19661|01001|단독주택|98.22|100|01000|-0|-0
36110-19662|01001|단독주택|95.02|100|01000|-0|-0
36110-19663|01001|단독주택|245.88|82.3222177581358|01000|0.672977143685377|0.672977143685377
36110-19664|01001|단독주택|119.62|60.6100526955817|01000|0.967269963759438|1.03828062124116
36110-19665|01001|단독주택|81.43|100|01000|-0|-0
36110-19666|04403|부동산중개업소|232.47|90.9613804437141|04000|0.437757575560983|0.437757575560983
36110-19669|21101|축사|377.61|100|21000|-0|-0
36110-19670|01001|단독주택|115.53|100|01000|-0|-0
36110-19671|03001|소매점|199.65|100|03000|-0|0.954179861893591
36110-19672|18001|창고|198|100|18000|-0|-0
36110-19674|01001|단독주택|236.06|31.6017055228686|04000|2.01137561087364|2.01137561087364
36110-19675|21101|축사|403.8|100|21000|-0|-0
36110-19676|01001|단독주택|69.21|100|01000|-0|0.180707509841792
